_id,title,created_date,url,filepath,filetype,file_ref_uuid,content_checksum,tracker_ref_id,changes
66ff7c2c6b483adce565f49a,example ,1728019496462,https://example.com,C:\Users\msi-pc\OneDrive\Documents\GitHub\Capstone2024\python\src\078d556d-1056-40a1-bfa1-32d5442086e6,html,078d556d-1056-40a1-bfa1-32d5442086e6,fa7ac17d5aa286577b01c89f0446b6531,66ff7c1c1f3eaf51305486f6,
66ff7c786b483adce565f49b,example ,1728019566924,https://example.com,C:\Users\msi-pc\OneDrive\Documents\GitHub\Capstone2024\python\src\32714fcb-8ecb-472f-a731-f35b7209bb4f,html,32714fcb-8ecb-472f-a731-f35b7209bb4f,fa7ac17d5aa286577b01c89f0446b653,66ff7c1c1f3eaf51305486f6,[]
66ff7e2d6b483adce565f49c,hello,1728019981656,https://hello.com,C:\Users\msi-pc\OneDrive\Documents\GitHub\Capstone2024\python\src\cd7395c1-aabe-48b8-8080-87c893f0a7b6,html,cd7395c1-aabe-48b8-8080-87c893f0a7b6,aa2ca4d63547fe6f66f66b8f868229f8,66ff7e081f3eaf51305486f7,
66ff7ea96b483adce565f49d,microfocus,1728020112949,https://www.microfocus.com/media/documentation/micro_focus_end_user_license_agreement.pdf,C:\Users\msi-pc\OneDrive\Documents\GitHub\Capstone2024\python\src\dbe2c0db-abf0-4149-929d-fd217d235c86,pdf,dbe2c0db-abf0-4149-929d-fd217d235c86,3e7a9025d5a0187735c7d0b4c8962e0e,66ff7e7f1f3eaf51305486f8,
670128b1a603c42860c11385,Adobe,1728129099191,https://www.adobe.com/content/dam/cc/en/legal/licenses-terms/pdf/CS6.pdf,C:\Users\msi-pc\OneDrive\Documents\GitHub\Capstone2024\python\src\e4d5cdff-1b89-4d0f-8488-5c371c6fbb67,pdf,e4d5cdff-1b89-4d0f-8488-5c371c6fbb67,3914d62fc1ff5f6453334651220435c3,6701283e8101cae03859f201,
67012c124b8832ecba81c1e0,localhost,1728130025230,http://127.0.0.1:5000,C:\Users\msi-pc\OneDrive\Documents\GitHub\Capstone2024\python\src\875e9986-cfcd-4d90-ac6e-48a1d80494a5,html,875e9986-cfcd-4d90-ac6e-48a1d80494a5,1e06d295192db1b191dbdfcbc81acf44,670129267760345164839d34,
